std_name,StrainName,Reference,SRA,Clade,geographic_value,city_region_value,province_state_value,country_value,geo_cc,geo_country,geo_region,geo_lat,geo_lon,geo_label
CBR,NCYC_1187,Peter et al. 2018,ERR1308964,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
CFE,4.9_WLP099,Peter et al. 2018,ERR1309225,7. AU Wine 3,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
CFG,1.6_Safale_S40,Peter et al. 2018,ERR1309291,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
CFH,Nottingham_ale_1.8_Lallemand,Peter et al. 2018,ERR1309433,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
CFI,2.6_Windsor_British,Peter et al. 2018,ERR1309381,NA,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
CHK,Win-8B,Peter et al. 2018,ERR1309299,NA,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
CLG,NCYC_2966,Peter et al. 2018,ERR1308729,NA,Nottingham_UK,Nottingham,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,52.9107,-1.14748,"Nottingham, England, United Kingdom, Europe"
SACE_MAA,273614N,Peter et al. 2018,SRR649842,NA,Newcastle_UK,Newcastle,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.97789,-1.61162,"Newcastle, England, United Kingdom, Europe"
SACE_MAB,378604X,Peter et al. 2018,SRR649905,NA,Newcastle_UK,Newcastle,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.97789,-1.61162,"Newcastle, England, United Kingdom, Europe"
SACE_YDA,YJM1460,Peter et al. 2018,SRR800842,30. Mantou,Newcastle_UK,Newcastle,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.97789,-1.61162,"Newcastle, England, United Kingdom, Europe"
XTRA_DKA,DAV1e,Almeida et al. 2015,SRR2061192,1. AU Wine 1,United Kingdom: Davenport Vineyards,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_DKS,AWRI739,Borneman et al. 2016,SRR2967845,20. Mixed Origins 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_DLS,AWRI1083,Borneman et al. 2016,SRR2967874,12. Belgium Beer 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_DOI,AWRI1910,Borneman et al. 2016,SRR2967954,12. Belgium Beer 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_DVM,YJM1094,Zhu et al. 2016,SRR3265459,NA,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DVN,YJM1095,Zhu et al. 2016,SRR3265460,6. West Europe Wine,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DVO,YJM1096,Zhu et al. 2016,SRR3265461,NA,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DVP,YJM1097,Zhu et al. 2016,SRR3265462,NA,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DVQ,YJM1098,Zhu et al. 2016,SRR3265463,12. Belgium Beer 1,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DVR,YJM1099,Zhu et al. 2016,SRR3265464,NA,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DVS,YJM1100,Zhu et al. 2016,SRR3265465,12. Belgium Beer 1,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DWR,YJM1135,Zhu et al. 2016,SRR3265490,NA,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DXB,322134S,Maclean et al. 2017,SRR3481376,24. Lab Strains,United Kingdom: Newcaslte,Newcastle,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.97789,-1.61162,"Newcastle, England, United Kingdom, Europe"
XTRA_DXT,BritAleNCYC1044,Dunn et al. 2012,SRR403240,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_DYV,beer012,Gallone et al. 2016,SRR5678571,18. Belgium Beer 2,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_DZA,beer009,Gallone et al. 2016,SRR5678576,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_DZB,beer010,Gallone et al. 2016,SRR5678577,19. UK Beer,United Kingdom: Scotland,NA,Scotland,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,55.95438,-3.20145,"Scotland, United Kingdom, Europe"
XTRA_EAT,spirits007,Gallone et al. 2016,SRR5678666,NA,United Kingdom: Scotland,NA,Scotland,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,55.95438,-3.20145,"Scotland, United Kingdom, Europe"
XTRA_EBJ,beer032,Gallone et al. 2016,SRR5678684,12. Belgium Beer 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EBK,beer033,Gallone et al. 2016,SRR5678685,7. AU Wine 3,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EBM,beer035,Gallone et al. 2016,SRR5678687,19. UK Beer,Belgium: (UK origin),NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_EBN,beer036,Gallone et al. 2016,SRR5678688,19. UK Beer,Belgium: (UK origin),NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_EBO,beer037,Gallone et al. 2016,SRR5678689,19. UK Beer,Belgium: (UK origin),NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_EBQ,beer045,Gallone et al. 2016,SRR5688143,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EBT,beer048,Gallone et al. 2016,SRR5688149,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EBU,beer049,Gallone et al. 2016,SRR5688151,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EBV,beer050,Gallone et al. 2016,SRR5688153,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EBZ,beer054,Gallone et al. 2016,SRR5688161,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECA,beer055,Gallone et al. 2016,SRR5688163,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECB,beer056,Gallone et al. 2016,SRR5688165,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECC,beer057,Gallone et al. 2016,SRR5688167,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECD,beer058,Gallone et al. 2016,SRR5688169,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECE,beer059,Gallone et al. 2016,SRR5688171,12. Belgium Beer 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECF,beer060,Gallone et al. 2016,SRR5688173,19. UK Beer,United Kingdom: Scotland,NA,Scotland,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,55.95438,-3.20145,"Scotland, United Kingdom, Europe"
XTRA_ECH,beer062,Gallone et al. 2016,SRR5688177,12. Belgium Beer 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECI,beer063,Gallone et al. 2016,SRR5688179,12. Belgium Beer 1,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECJ,beer064,Gallone et al. 2016,SRR5688181,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_ECM,beer067,Gallone et al. 2016,SRR5688187,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EDJ,beer090,Gallone et al. 2016,SRR5688233,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EDS,beer099,Gallone et al. 2016,SRR5688251,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EDT,beer100,Gallone et al. 2016,SRR5688253,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EDU,beer101,Gallone et al. 2016,SRR5688255,19. UK Beer,United Kingdom: England,NA,England,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"England, United Kingdom, Europe"
XTRA_EDX,spirits008,Gallone et al. 2016,SRR5688261,NA,United Kingdom: Scotland,NA,Scotland,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,55.95438,-3.20145,"Scotland, United Kingdom, Europe"
XTRA_FAB,A.1728,Fay et al. 2019,SRR8172994,NA,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAL,YMD1864,Fay et al. 2019,SRR8172962,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAM,YMD1865,Fay et al. 2019,SRR8172983,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAN,YMD1866,Fay et al. 2019,SRR8172984,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAQ,YMD1869,Fay et al. 2019,SRR8172944,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAR,YMD1870,Fay et al. 2019,SRR8172943,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAT,YMD1872,Fay et al. 2019,SRR8172941,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FAZ,YMD1981,Fay et al. 2019,SRR8173056,19. UK Beer,UK,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
XTRA_FFM,Vermont,Preiss et al. 2018,SRR7406281,19. UK Beer,United Kingdom,NA,NA,United Kingdom,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,54.65468,-3.37315,"United Kingdom, Europe"
AHS,CBS1419,Peter et al. 2018,ERR1308920,33. African Palm Wine,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
ANL,A-6,Peter et al. 2018,ERR1308751,15. African Beer,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
ANM,A-18,Peter et al. 2018,ERR1308960,15. African Beer,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
ANN,AY529516,Peter et al. 2018,ERR1308724,26. West African Cocoa,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
CER,N34:2-4(a),Peter et al. 2018,ERR1308780,15. African Beer,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
CES,N26-1-10:7-5(a),Peter et al. 2018,ERR1309165,15. African Beer,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
CET,N134:7-1(a),Peter et al. 2018,ERR1309358,15. African Beer,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
XTRA_DZV,wild001,Gallone et al. 2016,SRR5678626,26. West African Cocoa,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
XTRA_DZW,wild002,Gallone et al. 2016,SRR5678627,26. West African Cocoa,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
XTRA_FBS,YO416,Fay et al. 2019,SRR8173020,26. West African Cocoa,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
XTRA_FBT,YO419,Fay et al. 2019,SRR8173019,26. West African Cocoa,Ghana,NA,NA,Ghana,GHA,Ghana,Sub-Saharan Africa,7.980995107,-1.249772342,"Ghana, Africa"
BLR,DBVPG1973,Peter et al. 2018,ERR1309223,1. AU Wine 1,Greece,NA,NA,Greece,GRC,Greece,Southern Europe,37.97614,23.7364,"Greece, Europe"
BLS,DBVPG1975,Peter et al. 2018,ERR1308989,6. West Europe Wine,Greece,NA,NA,Greece,GRC,Greece,Southern Europe,37.97614,23.7364,"Greece, Europe"
BQA,DBVPG1994,Peter et al. 2018,ERR1309391,1. AU Wine 1,Greece,NA,NA,Greece,GRC,Greece,Southern Europe,37.97614,23.7364,"Greece, Europe"
XTRA_DDT,DBQ22,Almeida et al. 2015,ERR747925,NA,Greece: Halkidiki,Halkidiki,NA,Greece,GRC,Greece,Southern Europe,40.3762,23.44571,"Halkidiki, Greece, Europe"
XTRA_DDU,DBS11,Almeida et al. 2015,ERR747926,28. Baiju,Greece: Halkidiki,Halkidiki,NA,Greece,GRC,Greece,Southern Europe,40.3762,23.44571,"Halkidiki, Greece, Europe"
XTRA_DDV,DBS12,Almeida et al. 2015,ERR747927,NA,Greece: Halkidiki,Halkidiki,NA,Greece,GRC,Greece,Southern Europe,40.3762,23.44571,"Halkidiki, Greece, Europe"
XTRA_DDZ,DBQ26,Almeida et al. 2015,ERR752932,14. Mediterranean Oak,Greece: Halkidiki,Halkidiki,NA,Greece,GRC,Greece,Southern Europe,40.3762,23.44571,"Halkidiki, Greece, Europe"
XTRA_DKB,VelF,Almeida et al. 2015,SRR2061221,6. West Europe Wine,Greece: Velanidias,Velanidias,NA,Greece,GRC,Greece,Southern Europe,37.85785,24.03874,"Velanidias, Greece, Europe"
XTRA_DKD,FGXd,Almeida et al. 2015,SRR2062447,14. Mediterranean Oak,Greece: Anixi,Anixi,NA,Greece,GRC,Greece,Southern Europe,38.13242,23.85963,"Anixi, Greece, Europe"
XTRA_DTI,CBS9562,Zhu et al. 2016,SRR3265400,21. Mixed Origins 2,Greece: Thessaloniki,Thessaloniki,NA,Greece,GRC,Greece,Southern Europe,40.63851,22.93825,"Thessaloniki, Greece, Europe"
XTRA_DTJ,CBS9564,Zhu et al. 2016,SRR3265401,20. Mixed Origins 1,Greece: Thessaloniki,Thessaloniki,NA,Greece,GRC,Greece,Southern Europe,40.63851,22.93825,"Thessaloniki, Greece, Europe"
XTRA_DTK,CBS9563,Zhu et al. 2016,SRR3265402,6. West Europe Wine,Greece: Thessaloniki,Thessaloniki,NA,Greece,GRC,Greece,Southern Europe,40.63851,22.93825,"Thessaloniki, Greece, Europe"
XTRA_DTM,CBS9565,Zhu et al. 2016,SRR3265404,20. Mixed Origins 1,Greece: Thessaloniki,Thessaloniki,NA,Greece,GRC,Greece,Southern Europe,40.63851,22.93825,"Thessaloniki, Greece, Europe"
BKQ,DBVPG1584,Peter et al. 2018,ERR1308861,1. AU Wine 1,Porec_Istria,Porec_Istria,NA,Croatia,HRV,Croatia,Southern Europe,45.19947,13.59243,"Porec_Istria, Croatia, Europe"
XTRA_FCY,YO870,Fay et al. 2019,SRR8172959,NA,Haiti,NA,NA,Haiti,HTI,Haiti,Latin America and the Caribbean,19,-72.41667,"Haiti, North America"
XTRA_FCZ,YO874,Fay et al. 2019,SRR8172960,NA,Haiti,NA,NA,Haiti,HTI,Haiti,Latin America and the Caribbean,19,-72.41667,"Haiti, North America"
AVH,CECT1478,Peter et al. 2018,ERR1309257,1. AU Wine 1,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
BBQ,2162,Peter et al. 2018,ERR1309256,14. Mediterranean Oak,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
BBS,2187,Peter et al. 2018,ERR1309052,14. Mediterranean Oak,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
CPB,995,Peter et al. 2018,ERR1309128,NA,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
CPC,997,Peter et al. 2018,ERR1309001,NA,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
XTRA_DCO,TA12,Coi et al. 2017,ERR560541,5. Georgian Wine,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
XTRA_DCW,TS12,Coi et al. 2017,ERR560549,5. Georgian Wine,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
XTRA_DDF,HUN9.1s1,Almeida et al. 2015,ERR747911,14. Mediterranean Oak,Hungary,NA,NA,Hungary,HUN,Hungary,Eastern Europe,47.49972,19.05508,"Hungary, Europe"
ACM,Y9_4,Peter et al. 2018,ERR1308607,30. Mantou,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
AHT,CBS1460,Peter et al. 2018,ERR1309437,6. West Europe Wine,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
AQS,CBS1196,Peter et al. 2018,ERR1308967,30. Mantou,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
ARG,CBS1576,Peter et al. 2018,ERR1308649,38. Taiwan Wild 2,Celebes_Sulavesi_Indonesia,Celebes,Sulavesi,Indonesia,IDN,Indonesia,South-eastern Asia,-5.13671,119.40608,"Celebes, Sulavesi, Indonesia, Asia"
ARH,CBS1592,Peter et al. 2018,ERR1309054,NA,Java_Indonesia,NA,Java,Indonesia,IDN,Indonesia,South-eastern Asia,-7.49167,110.00444,"Java, Indonesia, Asia"
ARI,CBS1593,Peter et al. 2018,ERR1308645,NA,Java_Indonesia,NA,Java,Indonesia,IDN,Indonesia,South-eastern Asia,-7.49167,110.00444,"Java, Indonesia, Asia"
ATN,Y4,Peter et al. 2018,ERR1308590,6. West Europe Wine,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
SACE_YBO,YJM1244,Peter et al. 2018,SRR800804,6. West Europe Wine,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
XTRA_DFZ,L710,Franco-Duarte et al. 2016,ERR756211,33. African Palm Wine,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
XTRA_DRW,SB,Hose et al. 2015,SRR3138762,6. West Europe Wine,Indonesia,NA,NA,Indonesia,IDN,Indonesia,South-eastern Asia,-0.989818182,113.915865,"Indonesia, Asia"
XTRA_FBG,YO1201,Fay et al. 2019,SRR8173041,20. Mixed Origins 1,Java  Indenosia,NA,Java,Indonesia,IDN,Indonesia,South-eastern Asia,-7.49167,110.00444,"Java, Indonesia, Asia"
SACE_YDI,YJM1573,Peter et al. 2018,SRR800850,36. North American Wild,India,NA,NA,India,IND,India,Southern Asia,25.39228,85.20114,"India, Asia"
XTRA_FCC,YO672,Fay et al. 2019,SRR8173077,28. Baiju,India,NA,NA,India,IND,India,Southern Asia,25.39228,85.20114,"India, Asia"
CCT,S11F3-6B,Peter et al. 2018,ERR1308694,38. Taiwan Wild 2,Sri Lanka,NA,NA,Sri Lanka,IND,India,Southern Asia,6.907742369,79.84863123,"Sri Lanka, Asia"
CCV,S8BM-30-2D,Peter et al. 2018,ERR1309363,38. Taiwan Wild 2,Sri Lanka,NA,NA,Sri Lanka,IND,India,Southern Asia,6.907742369,79.84863123,"Sri Lanka, Asia"
CDA,S8BM-32-4D(a),Peter et al. 2018,ERR1308658,38. Taiwan Wild 2,Sri Lanka,NA,NA,Sri Lanka,IND,India,Southern Asia,6.907742369,79.84863123,"Sri Lanka, Asia"
BCR,#23,Peter et al. 2018,ERR1309079,20. Mixed Origins 1,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BCS,#03,Peter et al. 2018,ERR1308581,20. Mixed Origins 1,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BCT,#05,Peter et al. 2018,ERR1309279,20. Mixed Origins 1,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BCV,#33,Peter et al. 2018,ERR1309097,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDA,#34,Peter et al. 2018,ERR1309516,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDB,#35,Peter et al. 2018,ERR1309348,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDC,#36,Peter et al. 2018,ERR1309251,NA,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDD,#13,Peter et al. 2018,ERR1308865,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDE,#14,Peter et al. 2018,ERR1308882,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDF,#57,Peter et al. 2018,ERR1308842,NA,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDG,#58,Peter et al. 2018,ERR1309086,NA,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDH,#59,Peter et al. 2018,ERR1309015,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDI,#60,Peter et al. 2018,ERR1309129,17. Israel Wild,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
BDK,#63,Peter et al. 2018,ERR1309132,NA,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
CBH,DBVPG3051,Peter et al. 2018,ERR1309454,6. West Europe Wine,Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
XTRA_FBO,YO367,Fay et al. 2019,SRR8173045,20. Mixed Origins 1,Evolution Canyon - Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
XTRA_FBP,YO374,Fay et al. 2019,SRR8173046,NA,Evolution Canyon - Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
XTRA_FBQ,YO376,Fay et al. 2019,SRR8173022,17. Israel Wild,Evolution Canyon - Israel,NA,NA,Israel,ISR,Israel,Western Asia,32.71541,35.2291,"Israel, Asia"
